Well Name,Depth (m),Quartz,K-Feldspar,Plagioclase,Total Feldspar,Chlorite,IlliteSmectiteMica,Kaolinite,Total Clay,Calcite,Ankerite/Dolomite,Total Carbonate,Pyrite,Organics ,,,Al2O3,SiO2,TiO2,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,SO3,Cl ,Zr
,,Wt %,Wt %,Wt %,Wt %,Wt %,Wt %,Wt %,Wt %,Wt %,Wt %,Wt %,Wt %,Wt %,,,%,%,%,%,%,%,%,%,%,%,%,%,ppm
Well 2,3753.09,45.45,2.21,6.54,8.75,1.43,4.42,n/a,5.84,33.32,3.38,36.70,1.78,1.48,,,2.87,43.88,0.30,1.35,0.17,0.17,20.97,0.63,0.63,0.04,0.67,0.05,265.26
Well 2,3762.23,45.61,1.60,5.81,7.41,1.48,9.48,n/a,10.96,28.83,4.39,33.22,1.56,1.24,,,4.31,70.28,0.32,1.76,0.14,<LOD,18.23,<LOD,0.90,0.12,0.79,0.11,176.94
Well 2,3771.38,48.23,3.79,7.87,11.66,1.51,15.25,n/a,16.76,16.39,3.49,19.89,1.49,1.98,,,5.89,53.07,0.61,1.99,0.18,0.16,10.33,0.78,1.20,0.09,0.72,0.07,356.54
Well 2,3780.52,53.72,2.84,5.01,7.85,0.93,5.33,n/a,6.26,26.42,1.53,27.95,1.16,3.06,,,2.34,55.58,0.31,1.17,0.15,0.03,14.79,0.70,0.60,0.06,0.56,0.04,282.37
Well 2,3789.66,55.86,2.57,6.21,8.78,1.07,7.37,n/a,8.44,21.17,1.63,22.80,1.49,2.63,,,4.16,79.48,0.36,1.18,0.13,<LOD,11.23,1.20,0.78,0.15,0.59,0.05,259.22
Well 2,3798.81,55.36,3.37,5.64,9.00,0.90,10.35,n/a,11.25,19.54,2.52,22.06,0.82,1.50,,,3.05,62.43,0.35,1.02,0.15,<LOD,9.63,0.82,0.75,0.13,0.51,0.06,228.70
Well 2,3807.95,51.42,3.64,7.12,10.77,1.75,12.95,n/a,14.70,17.02,1.12,18.14,1.03,3.94,,,4.71,59.89,0.50,1.43,0.13,<LOD,8.56,0.82,1.06,0.12,0.57,0.06,241.08
Well 2,3817.10,49.85,2.14,5.68,7.82,1.14,19.83,n/a,20.97,16.26,1.23,17.49,1.82,2.05,,,5.80,58.18,0.53,1.68,0.12,<LOD,8.18,0.74,1.29,0.10,0.74,0.08,203.34
Well 2,3826.24,50.43,3.41,5.74,9.15,1.53,12.56,n/a,14.09,21.62,0.93,22.55,1.13,2.65,,,3.32,55.66,0.32,1.17,0.12,<LOD,10.97,0.67,0.85,0.09,0.53,0.06,185.79
Well 2,3835.38,55.96,2.38,4.26,6.64,1.61,9.60,n/a,11.21,21.13,0.81,21.94,0.82,3.43,,,2.74,64.93,0.31,0.98,0.12,<LOD,8.06,0.76,0.74,0.10,0.46,0.03,198.03
Well 2,3844.53,54.43,2.89,4.77,7.66,0.90,9.08,n/a,9.98,23.77,1.35,25.12,0.89,1.93,,,2.92,61.04,0.30,1.05,0.13,<LOD,11.03,0.74,0.71,0.10,0.41,0.03,188.15
Well 2,3853.67,51.00,2.94,3.53,6.47,0.40,7.10,n/a,7.50,31.56,1.45,33.01,0.95,1.07,,,1.27,51.41,0.20,0.85,0.13,0.04,19.47,0.61,0.43,0.05,0.32,0.04,203.78
Well 2,3862.82,53.59,2.15,1.65,3.80,1.79,10.23,n/a,12.02,25.95,0.75,26.71,1.05,2.83,,,3.09,66.76,0.23,1.24,0.10,<LOD,10.85,0.74,0.73,0.08,0.49,0.04,71.07
Well 2,3871.96,41.23,1.57,3.62,5.19,1.34,20.28,n/a,21.61,27.66,1.99,29.65,1.57,0.75,,,9.56,70.50,0.39,1.93,0.15,0.26,15.10,0.94,1.45,0.10,0.85,0.04,71.96
Well 2,3881.10,40.39,1.33,2.51,3.84,1.62,17.56,n/a,19.18,31.77,2.12,33.89,1.78,0.92,,,7.76,69.61,0.27,1.93,0.13,0.17,17.72,0.95,1.21,0.09,1.08,0.05,78.89
Well 2,3890.25,44.32,1.73,0.78,2.51,2.16,12.85,n/a,15.00,33.11,1.59,34.70,1.48,1.99,,,4.07,54.02,0.26,1.47,0.13,0.03,17.37,<LOD,0.92,0.07,0.82,0.04,69.01
Well 2,3899.39,42.70,1.11,0.35,1.46,2.59,15.82,n/a,18.42,32.55,2.06,34.62,1.28,1.53,,,4.15,47.78,0.28,1.59,0.12,0.03,15.82,<LOD,0.94,0.07,1.00,0.10,68.71
Well 2,3908.54,43.07,1.23,0.81,2.04,2.01,14.17,n/a,16.19,33.07,2.01,35.07,1.60,2.03,,,3.88,46.79,0.25,1.54,0.13,0.03,16.19,0.53,0.94,0.07,0.86,0.09,61.19
Well 2,3917.68,42.02,1.88,1.15,3.03,2.18,14.94,n/a,17.12,31.74,2.37,34.11,1.62,2.10,,,3.99,46.80,0.25,1.53,0.13,0.03,16.08,0.55,0.94,0.07,0.94,0.12,72.99
Well 2,3926.82,40.62,1.31,3.68,4.99,0.99,19.41,n/a,20.40,28.86,2.71,31.57,1.59,0.83,,,6.24,45.89,0.30,1.92,0.14,0.21,15.07,0.53,1.35,0.08,0.86,0.09,83.02
Well 2,3935.97,39.77,1.23,3.30,4.52,1.65,20.89,n/a,22.54,27.32,2.65,29.97,1.67,1.53,,,5.06,42.06,0.29,1.94,0.13,<LOD,15.05,<LOD,1.34,0.08,0.81,0.08,78.74
Well 2,3945.11,38.14,1.40,3.07,4.47,2.28,23.81,n/a,26.09,26.18,2.50,28.68,1.34,1.28,,,6.90,48.14,0.32,1.98,0.13,0.24,13.24,0.67,1.33,0.09,1.10,0.11,86.26
Well 2,3954.26,40.25,0.84,3.43,4.27,1.60,22.95,n/a,24.55,26.53,2.39,28.92,1.30,0.70,,,7.42,50.70,0.34,2.02,0.14,0.26,14.20,0.60,1.49,0.10,1.00,0.06,85.08
Well 2,3963.40,38.97,0.72,4.04,4.76,1.75,22.54,n/a,24.29,27.08,2.85,29.93,1.38,0.67,,,7.12,48.01,0.36,1.99,0.17,0.21,14.91,0.59,1.39,0.09,1.15,0.05,81.39
Well 2,3972.54,39.80,1.37,3.23,4.60,1.52,21.59,n/a,23.11,27.06,2.56,29.62,1.65,1.22,,,7.04,49.81,0.48,1.99,0.16,0.22,15.49,0.63,1.46,0.09,0.84,0.04,85.82
Well 2,3981.69,40.28,1.22,3.96,5.17,1.44,21.06,n/a,22.49,26.31,2.46,28.77,1.56,1.72,,,5.06,42.31,0.34,1.98,0.13,0.03,14.61,<LOD,1.40,0.09,0.84,0.04,70.92
Well 2,3990.83,40.79,0.91,3.41,4.32,1.74,21.99,n/a,23.73,25.97,2.52,28.49,1.32,1.35,,,6.65,48.33,0.32,1.93,0.14,0.26,14.07,0.59,1.39,0.09,0.87,0.03,74.32
Well 2,3999.98,39.68,1.36,3.56,4.93,1.94,21.66,n/a,23.60,25.78,2.99,28.77,1.14,1.89,,,6.15,45.24,0.32,1.83,0.13,0.16,13.94,0.56,1.34,0.08,0.79,0.04,76.23
Well 2,4009.12,42.06,1.84,1.39,3.23,1.62,21.01,n/a,22.63,27.02,1.55,28.57,1.70,1.81,,,6.63,49.54,0.39,1.80,0.13,0.21,13.88,0.56,1.31,0.08,0.77,0.03,74.61
Well 2,4018.26,43.11,1.33,0.00,1.33,2.04,20.52,n/a,22.56,26.22,2.35,28.56,1.48,2.95,,,5.79,51.45,0.26,1.65,0.11,0.06,13.03,0.65,1.15,0.09,0.77,0.07,70.63
Well 2,4027.41,45.10,1.11,0.00,1.11,2.05,19.45,n/a,21.51,25.49,2.26,27.76,1.68,2.85,,,3.87,47.15,0.25,1.53,0.11,<LOD,12.78,<LOD,1.11,0.09,0.75,0.14,57.06
Well 2,4036.55,46.06,1.17,0.25,1.43,1.61,18.24,n/a,19.86,27.62,1.22,28.85,1.50,2.31,,,3.74,49.95,0.25,1.52,0.15,<LOD,13.20,<LOD,1.13,0.10,0.75,0.08,54.11
Well 2,4045.70,46.16,1.13,0.00,1.13,1.92,18.14,n/a,20.06,26.25,1.80,28.05,1.72,2.89,,,4.92,52.28,0.25,1.47,0.11,<LOD,12.70,0.61,1.09,0.09,0.78,0.08,52.05
Well 2,4054.84,44.65,1.95,1.27,3.22,1.59,19.66,n/a,21.24,26.47,1.27,27.75,1.46,1.69,,,5.44,51.78,0.35,1.59,0.13,<LOD,13.22,<LOD,1.18,0.08,0.70,0.08,62.22
Well 2,4063.98,46.35,1.17,0.36,1.53,1.69,19.34,n/a,21.03,25.47,1.23,26.69,1.66,2.73,,,4.89,47.23,0.36,1.52,0.11,0.05,12.34,0.56,1.11,0.09,0.78,0.08,55.59
Well 2,4073.13,45.24,0.99,0.44,1.44,1.45,17.88,n/a,19.33,28.02,2.24,30.27,1.61,2.12,,,5.35,52.31,0.35,1.51,0.11,0.08,12.22,0.64,1.09,0.08,0.84,0.10,60.75
Well 2,4091.42,44.67,1.46,0.00,1.46,1.73,18.58,n/a,20.31,27.33,1.84,29.17,1.66,2.72,,,5.58,52.78,0.26,1.62,0.12,0.05,13.75,0.59,1.19,0.08,0.68,0.03,62.81
Well 2,4109.70,44.63,1.77,0.00,1.77,1.79,18.69,n/a,20.47,27.69,1.66,29.34,1.38,2.40,,,7.95,72.71,0.24,1.74,0.11,0.08,13.78,0.96,1.25,0.09,0.75,0.04,64.14
Well 2,4127.99,44.61,1.27,0.00,1.27,1.83,19.81,n/a,21.64,25.92,1.99,27.91,1.61,2.95,,,5.37,49.60,0.34,1.58,0.12,<LOD,12.91,0.56,1.13,0.08,0.61,0.02,61.34
Well 2,4146.28,40.78,0.97,1.35,2.32,1.88,22.98,n/a,24.86,25.96,2.34,28.30,1.60,2.15,,,6.91,46.66,0.39,1.94,0.14,0.21,14.09,0.57,1.38,0.08,0.72,0.01,76.23
Well 2,4164.57,40.97,0.78,1.03,1.80,1.78,23.88,n/a,25.66,25.33,2.32,27.65,1.59,2.32,,,7.18,48.63,0.31,1.94,0.13,0.21,15.01,0.59,1.47,0.09,0.74,0.05,75.94
Well 2,4182.86,46.93,1.30,0.00,1.30,1.63,18.36,n/a,19.99,26.54,1.06,27.60,1.26,2.93,,,4.89,56.25,0.34,1.42,0.11,<LOD,12.89,0.65,1.07,0.08,0.63,0.03,60.75
Well 2,4201.14,51.82,1.69,2.41,4.10,1.12,9.12,n/a,10.24,28.97,0.77,29.74,1.16,2.95,,,1.78,52.67,0.22,0.92,0.13,0.03,17.05,0.63,0.53,0.07,0.40,0.04,190.21
Well 2,4219.43,53.90,2.37,3.45,5.83,0.46,7.82,n/a,8.28,28.76,0.44,29.20,0.78,2.01,,,1.46,52.04,0.20,0.86,0.12,0.03,17.31,0.59,0.46,0.06,0.32,0.04,193.01
Well 2,4237.72,54.17,0.51,3.54,4.05,1.14,8.35,n/a,9.49,29.76,0.85,30.61,0.52,1.15,,,1.74,56.38,0.21,0.98,0.12,0.03,17.09,0.65,0.50,0.06,0.40,0.04,200.83
Well 2,4256.01,53.95,1.35,2.83,4.17,0.62,6.40,n/a,7.03,31.50,1.07,32.57,0.44,1.83,,,1.35,52.45,0.21,0.88,0.13,0.03,16.56,0.63,0.44,0.06,0.29,0.03,229.88
Well 2,4274.30,56.22,4.51,4.04,8.55,1.15,7.90,n/a,9.05,21.43,0.70,22.13,0.92,3.13,,,2.59,60.85,0.37,0.92,0.11,<LOD,7.40,0.45,0.75,0.10,0.30,0.03,185.64
Well 2,4292.58,54.23,3.74,5.63,9.37,1.64,8.99,n/a,10.64,20.84,1.66,22.50,0.66,2.60,,,2.92,56.47,0.41,1.10,0.13,<LOD,11.18,0.72,0.68,0.09,0.39,0.04,214.25
Well 2,4310.87,54.97,2.92,6.49,9.42,1.97,7.95,n/a,9.93,20.12,1.27,21.39,0.77,3.53,,,2.69,55.68,0.32,1.05,0.10,<LOD,10.23,0.72,0.72,0.11,0.43,0.05,223.39
Well 2,4329.16,56.74,2.85,5.37,8.22,1.73,9.54,n/a,11.27,18.55,1.72,20.27,0.87,2.63,,,2.72,63.25,0.31,0.91,0.14,<LOD,6.31,0.78,0.73,0.10,0.49,0.03,224.27
Well 2,4347.45,54.69,2.76,5.68,8.43,2.14,10.34,n/a,12.48,19.34,0.96,20.30,0.76,3.33,,,4.95,79.74,0.35,1.21,0.12,<LOD,9.81,1.15,0.90,0.11,0.66,0.06,219.70
Well 2,4365.74,54.47,3.03,4.17,7.20,1.22,9.96,n/a,11.17,22.13,0.65,22.77,1.28,3.11,,,3.10,57.60,0.38,1.07,0.11,<LOD,8.25,0.69,0.74,0.10,0.39,0.03,215.28
Well 2,4384.02,54.08,4.03,5.07,9.10,1.45,8.58,n/a,10.04,20.91,0.61,21.52,1.61,3.65,,,2.57,55.43,0.37,0.98,0.12,<LOD,8.12,0.59,0.72,0.09,0.36,0.02,195.82
Well 2,4402.31,54.19,3.00,5.84,8.84,1.97,9.41,n/a,11.38,21.19,0.12,21.31,0.65,3.63,,,3.43,60.29,0.46,1.20,0.13,<LOD,8.90,0.72,0.85,0.10,0.45,0.02,177.09
Well 2,4420.60,52.61,3.06,5.10,8.16,1.91,10.10,n/a,12.01,22.29,0.70,22.99,1.23,3.01,,,3.58,60.87,0.49,1.27,0.13,<LOD,9.11,0.75,0.86,0.11,0.50,0.03,181.81
Well 2,4438.89,53.62,3.58,6.32,9.90,1.45,6.38,n/a,7.83,23.93,0.86,24.78,1.10,2.76,,,2.80,50.68,0.44,1.22,0.13,0.02,13.04,0.70,0.66,0.10,0.37,0.03,211.15
Well 2,4457.18,54.20,2.40,5.39,7.79,1.75,11.47,n/a,13.22,20.40,0.46,20.86,0.75,3.18,,,3.93,57.22,0.42,1.28,0.10,<LOD,8.39,0.76,0.86,0.09,0.54,0.02,210.56
Well 2,4475.46,50.72,3.14,7.26,10.40,2.05,13.51,n/a,15.56,17.40,1.02,18.42,1.24,3.65,,,4.47,55.54,0.36,1.46,0.10,<LOD,7.23,0.77,0.99,0.10,0.67,0.03,261.14
Well 2,4493.75,48.49,3.02,7.09,10.11,2.13,17.86,n/a,19.99,15.50,0.84,16.34,1.09,3.99,,,5.11,60.07,0.54,1.54,0.13,<LOD,8.10,0.82,1.16,0.11,0.63,0.03,215.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well 3,2975.85,40.08,2.30,10.45,12.76,2.10,5.37,0.20,7.67,28.45,8.02,36.48,2.01,1.00,,,9.63,41.15,0.25,3.63,0.39,3.69,11.27,1.46,1.03,0.37,1.80,0.22,318.44
Well 3,2984.99,35.05,1.83,10.77,12.60,2.18,3.50,0.41,6.09,36.63,7.33,43.96,2.00,0.29,,,3.20,39.13,0.24,2.24,0.26,0.85,26.42,0.64,0.61,0.25,1.16,0.04,257.85
Well 3,2994.14,27.19,0.96,6.86,7.82,2.15,10.53,0.00,12.67,42.82,7.73,50.55,1.68,0.09,,,3.24,30.05,0.24,2.37,0.33,0.89,30.14,0.45,0.58,0.15,0.89,0.03,196.58
Well 3,3003.28,39.93,2.20,4.24,6.45,1.80,6.92,0.00,8.72,34.71,6.98,41.69,1.95,1.27,,,9.18,40.07,0.28,3.20,0.30,3.46,11.82,1.48,0.81,0.13,1.54,0.17,182.93
Well 3,3012.42,44.77,2.46,5.78,8.24,1.21,9.52,0.00,10.74,27.50,5.55,33.06,2.26,0.93,,,9.25,38.32,0.28,3.13,0.27,3.20,10.18,1.28,0.84,0.15,1.12,0.04,237.04
Well 3,3021.57,31.61,1.56,3.26,4.81,1.37,1.42,0.54,3.33,54.64,4.00,58.65,1.52,0.07,,,0.91,32.81,0.15,0.83,0.18,0.34,37.31,<LOD,0.34,<LOD,0.67,0.07,96.33
Well 3,3030.71,34.12,0.47,3.52,3.99,1.12,4.77,0.00,5.89,49.71,4.37,54.08,1.56,0.36,,,0.90,34.63,0.21,0.79,0.19,0.42,37.50,<LOD,0.35,<LOD,0.77,0.10,86.11
Well 3,3039.86,33.08,0.94,3.73,4.67,1.17,2.77,0.00,3.94,53.43,3.62,57.05,1.24,0.02,,,0.50,31.05,0.13,0.72,0.18,0.38,39.27,<LOD,0.31,<LOD,0.76,0.08,93.68
Well 3,3049.00,41.37,1.95,5.30,7.25,0.46,7.43,0.43,8.33,38.15,4.34,42.49,0.56,0.00,,,3.00,42.55,0.28,1.61,0.27,0.34,27.99,0.80,0.74,0.08,1.21,0.21,208.85
Well 3,3058.14,43.07,2.97,9.39,12.36,1.60,11.14,0.00,12.74,23.49,5.06,28.55,1.49,1.79,,,9.65,41.32,0.24,3.43,0.40,3.33,11.85,1.33,1.23,0.20,1.38,0.03,398.56
Well 3,3067.29,43.59,3.24,8.39,11.63,1.67,9.87,0.10,11.65,25.56,4.30,29.86,1.27,2.01,,,4.38,49.14,0.36,2.08,0.27,0.40,21.15,0.83,1.07,0.10,1.31,0.03,341.81
Well 3,3076.43,50.22,4.68,6.44,11.12,1.57,9.43,0.27,11.28,20.40,3.50,23.90,1.43,2.05,,,3.61,63.82,0.37,1.62,0.20,0.10,10.30,0.99,1.01,0.15,1.12,0.03,281.42
Well 3,3085.58,50.53,3.91,7.69,11.59,1.86,7.25,0.00,9.11,21.59,2.49,24.08,1.65,3.04,,,2.60,62.29,0.30,1.44,0.19,<LOD,12.76,1.01,0.82,0.13,1.20,0.06,266.49
Well 3,3094.72,49.61,1.99,5.12,7.11,1.57,5.32,0.30,7.20,28.75,3.25,32.00,2.25,1.83,,,1.46,58.87,0.26,1.09,0.18,0.05,16.10,0.83,0.60,0.12,0.93,0.06,203.65
Well 3,3103.86,51.75,2.94,4.20,7.13,2.01,3.20,0.00,5.21,28.68,2.48,31.15,1.80,2.96,,,1.71,58.81,0.26,1.18,0.18,<LOD,14.32,0.77,0.64,0.12,0.98,0.06,199.33
Well 3,3113.01,,,,,,,,,,,,,,,,1.65,58.58,0.26,1.19,0.20,0.15,15.03,0.80,0.63,0.12,1.04,0.04,216.22
Well 3,3118.80,46.58,3.47,5.08,8.54,1.20,5.86,0.00,7.06,31.93,2.88,34.81,2.02,0.99,,,1.06,46.29,0.19,1.12,0.22,0.06,24.25,0.63,0.46,0.05,1.01,0.09,204.44
Well 3,3128.25,50.67,2.49,5.14,7.63,0.72,9.49,0.00,10.22,24.66,4.52,29.18,0.80,1.50,,,2.09,60.50,0.29,1.28,0.22,0.16,14.57,0.83,0.75,0.14,0.92,0.05,338.47
Well 3,3137.39,49.55,3.00,6.28,9.28,0.78,10.83,0.00,11.61,19.84,5.47,25.31,2.80,1.45,,,3.66,54.50,0.34,1.62,0.24,0.43,13.17,0.94,0.98,0.14,1.24,0.02,339.94
Well 3,3146.54,48.10,4.20,7.05,11.26,1.27,10.49,0.25,12.00,20.22,4.30,24.52,1.89,2.22,,,9.48,38.59,0.24,3.20,0.35,3.12,8.61,1.49,1.10,0.17,1.35,0.04,387.17
Well 3,3155.68,48.76,4.81,6.59,11.40,1.23,10.07,0.04,11.34,20.75,3.81,24.56,1.60,2.34,,,9.47,38.05,0.25,3.21,0.33,3.10,8.77,1.52,1.09,0.17,1.34,0.04,391.79
Well 3,3164.82,48.42,3.12,6.39,9.50,1.70,9.44,0.00,11.14,22.41,4.90,27.30,1.62,2.02,,,9.33,37.99,0.26,3.13,0.33,3.08,8.93,1.49,1.01,0.17,1.23,0.05,363.51
Well 3,3173.97,46.67,3.53,6.26,9.80,1.78,10.07,0.32,12.16,21.54,5.86,27.40,1.87,2.10,,,3.67,61.21,0.37,1.88,0.33,0.42,14.12,0.96,1.00,0.12,1.50,0.04,303.12
Well 3,3183.11,47.88,2.00,6.61,8.61,1.73,11.91,0.08,13.72,20.39,5.96,26.35,1.46,1.98,,,9.33,37.09,0.27,3.16,0.30,3.16,8.30,1.39,0.99,0.18,1.53,0.05,313.04
Well 3,3192.26,46.45,4.23,6.67,10.90,1.85,14.28,0.09,16.23,16.41,5.20,21.62,2.09,2.72,,,9.64,38.48,0.24,3.58,0.41,3.29,7.87,1.34,1.28,0.17,1.66,0.03,416.83
Well 3,3201.40,41.41,1.78,4.10,5.89,1.50,3.72,0.50,5.72,39.05,4.17,43.22,2.49,1.27,,,1.18,43.56,0.20,1.19,0.26,0.42,24.41,0.65,0.53,0.07,1.02,0.06,163.88
Well 3,3210.54,41.72,1.44,4.02,5.46,1.66,3.48,0.00,5.15,39.28,4.64,43.92,2.58,1.17,,,1.32,46.09,0.19,1.10,0.20,0.30,26.82,0.65,0.53,0.07,1.08,0.06,188.14
Well 3,3219.69,47.42,3.58,6.81,10.38,1.89,12.08,0.16,14.13,17.00,5.93,22.93,1.95,3.18,,,9.73,37.25,0.25,3.41,0.35,3.18,7.38,1.55,1.22,0.18,1.77,0.03,353.20
Well 3,3228.83,47.86,2.87,7.26,10.12,1.89,12.51,0.03,14.43,16.38,5.77,22.15,2.17,3.28,,,9.65,37.93,0.23,3.55,0.39,3.44,7.91,1.51,1.27,0.17,1.95,0.04,410.64
Well 3,3237.98,40.40,1.54,4.06,5.60,1.55,5.41,0.18,7.13,38.26,5.74,44.00,2.28,0.58,,,1.61,46.35,0.25,1.18,0.25,0.36,27.12,0.59,0.55,0.06,0.92,0.04,164.67
Well 3,3247.12,38.43,0.58,3.23,3.80,0.86,4.03,0.00,4.89,46.95,3.68,50.63,1.60,0.65,,,0.09,35.80,0.12,0.83,0.19,0.23,37.37,0.43,0.31,0.01,0.69,0.06,145.32
Well 3,3256.26,37.35,1.12,3.56,4.68,1.22,2.83,0.01,4.05,48.13,2.92,51.05,1.98,0.88,,,0.21,31.90,0.18,0.88,0.19,0.42,34.74,<LOD,0.33,0.03,0.88,0.08,134.13
Well 3,3265.41,37.75,0.91,3.30,4.21,1.12,2.18,0.00,3.30,48.37,3.55,51.92,1.92,0.89,,,0.13,31.46,0.17,0.94,0.19,0.43,36.94,<LOD,0.33,0.02,0.91,0.10,146.31
Well 3,3274.55,40.96,1.73,3.73,5.46,1.28,3.21,0.78,5.27,38.43,6.71,45.14,2.18,0.99,,,1.23,42.87,0.25,1.07,0.19,0.60,25.89,0.64,0.51,0.08,0.97,0.08,147.58
Well 3,3283.70,40.40,1.46,3.83,5.28,1.00,4.80,0.09,5.90,41.69,4.33,46.02,1.83,0.57,,,0.93,43.01,0.22,0.92,0.19,0.48,31.65,0.62,0.46,0.05,0.88,0.10,170.66
Well 3,3292.84,39.91,1.72,4.91,6.63,1.26,2.67,0.09,4.01,42.49,4.41,46.90,1.76,0.79,,,8.69,42.26,0.28,2.80,0.26,3.19,16.26,<LOD,0.54,0.12,1.30,0.13,182.15
Well 3,3301.98,39.57,1.90,4.25,6.16,1.38,6.47,0.72,8.58,37.02,6.21,43.23,1.88,0.58,,,1.59,43.93,0.25,1.01,0.17,0.40,27.84,0.63,0.55,0.07,0.98,0.06,169.97
Well 3,3311.13,40.16,2.67,4.98,7.65,1.27,3.64,0.00,4.92,38.98,5.20,44.17,2.03,1.08,,,1.75,45.55,0.23,1.05,0.16,0.34,28.36,0.72,0.55,0.06,0.82,0.06,170.56
Well 3,3320.27,42.01,2.66,4.14,6.80,1.65,9.66,0.25,11.56,30.03,6.42,36.45,2.31,0.88,,,2.54,52.65,0.26,1.52,0.17,0.27,20.91,0.79,0.75,0.07,1.20,0.04,228.20
Well 3,3329.42,41.00,1.56,3.23,4.79,2.14,5.42,0.00,7.57,35.98,6.36,42.34,2.58,1.73,,,2.18,49.58,0.19,1.32,0.19,0.48,21.51,0.80,0.71,0.08,1.21,0.08,164.96
Well 3,3338.56,39.70,2.34,3.09,5.42,1.90,6.73,0.35,8.98,34.58,7.63,42.21,2.25,1.43,,,1.87,47.77,0.17,1.30,0.19,0.54,21.91,0.71,0.67,0.09,1.18,0.07,165.65
Well 3,3347.70,38.63,2.68,2.83,5.52,1.35,1.18,0.01,2.54,40.29,9.70,49.99,2.37,0.95,,,1.79,45.78,0.27,1.40,0.19,0.86,25.93,0.77,0.57,0.05,1.10,0.06,106.93
Well 3,3356.85,41.83,1.84,2.94,4.79,1.84,5.10,0.00,6.94,35.62,6.88,42.49,2.46,1.50,,,2.35,50.90,0.21,1.37,0.19,0.47,21.25,0.71,0.77,0.10,1.35,0.10,172.13
Well 3,3365.99,41.17,1.60,2.98,4.59,1.90,6.25,0.06,8.21,34.61,7.05,41.66,2.67,1.70,,,2.48,50.26,0.21,1.44,0.19,0.48,20.65,0.74,0.77,0.09,1.36,0.07,176.75
Well 3,3375.14,40.97,1.99,3.59,5.59,1.77,6.71,0.00,8.48,34.23,7.32,41.55,2.32,1.10,,,2.02,48.56,0.20,1.28,0.19,0.57,21.88,0.70,0.69,0.08,1.40,0.08,164.67
Well 3,3384.28,37.75,2.08,3.24,5.33,1.71,6.04,0.00,7.75,34.97,11.05,46.02,2.42,0.73,,,1.66,42.55,0.18,1.37,0.18,0.86,24.51,0.68,0.57,0.05,1.09,0.06,115.08
Well 3,3393.42,26.65,1.23,2.60,3.83,1.15,2.36,0.28,3.79,57.14,7.06,64.21,1.53,0.00,,,0.48,22.36,0.18,0.90,0.20,0.68,41.94,0.25,0.30,<LOD,0.90,0.09,61.47
Well 3,3402.57,26.06,0.50,2.38,2.88,1.43,1.33,0.00,2.76,58.78,7.73,66.51,1.75,0.03,,,0.30,22.18,0.13,0.90,0.18,0.70,40.14,<LOD,0.28,<LOD,0.93,0.08,68.54
Well 3,3411.71,35.11,1.28,2.58,3.86,1.59,3.98,0.13,5.70,44.43,7.93,52.36,2.17,0.81,,,1.16,38.00,0.25,1.11,0.18,0.64,29.28,<LOD,0.46,0.01,1.00,0.08,123.72
Well 3,3420.86,34.41,1.15,3.38,4.54,1.64,3.54,0.00,5.18,44.87,8.58,53.45,2.03,0.39,,,1.15,36.45,0.14,1.12,0.17,0.68,30.42,0.54,0.45,0.01,1.02,0.08,118.91
Well 3,3430.00,38.57,2.19,4.16,6.35,1.85,3.95,0.00,5.80,37.20,8.49,45.70,2.63,0.95,,,2.83,50.86,0.23,1.57,0.24,0.65,22.25,0.73,0.81,0.08,1.18,0.06,173.31
Well 3,3439.14,38.56,2.45,3.93,6.38,1.91,5.18,0.07,7.16,35.25,8.99,44.24,2.73,0.94,,,2.66,49.59,0.20,1.43,0.19,0.69,22.74,0.74,0.72,0.07,1.12,0.06,170.76
Well 3,3448.29,40.72,2.82,3.81,6.63,1.86,5.30,0.00,7.16,32.22,9.22,41.44,2.55,1.50,,,2.93,52.44,0.29,1.66,0.26,0.57,19.78,0.86,0.84,0.08,1.15,0.05,176.16
Well 3,3457.43,40.75,2.17,3.82,5.98,2.06,6.34,0.00,8.40,32.15,9.22,41.37,2.30,1.19,,,2.14,46.33,0.20,1.48,0.22,0.50,20.05,0.68,0.70,0.08,1.24,0.05,172.23
Well 3,3466.58,40.55,1.97,3.16,5.13,1.89,6.47,0.00,8.36,33.11,9.03,42.14,2.38,1.44,,,2.57,48.69,0.22,1.54,0.18,0.60,20.36,0.74,0.75,0.07,1.50,0.07,157.79
Well 3,3475.72,39.70,2.21,3.55,5.76,1.79,7.38,0.66,9.84,31.18,10.20,41.38,2.38,0.94,,,2.65,49.15,0.22,1.55,0.22,0.59,19.85,0.77,0.78,0.09,1.28,0.06,178.91
Well 3,3484.86,41.05,2.04,3.83,5.87,1.90,5.25,0.00,7.15,34.06,8.10,42.16,2.32,1.45,,,2.35,49.74,0.20,1.47,0.18,0.46,20.67,0.71,0.72,0.07,1.09,0.05,166.53
Well 3,3494.01,42.63,2.61,4.92,7.52,2.02,6.63,0.09,8.73,29.92,7.50,37.42,2.16,1.54,,,3.09,52.50,0.23,1.68,0.24,0.45,18.81,0.80,0.85,0.08,1.35,0.08,198.54
Well 3,3503.15,42.68,2.81,4.15,6.96,1.98,5.63,0.20,7.82,31.13,7.82,38.95,2.21,1.39,,,9.38,39.09,0.28,3.24,0.34,3.29,10.29,1.41,1.04,0.16,1.61,0.07,209.05
